LatMin, LatMax, LonMin, LonMax, CloudBase_m, CloudBaseTemp, MixingRatioBase, WaterVaporBase, HeatCapacity, MoistStaticEnergy
35.0876, 36.1407, -102.3787, -101.5207, 2765, 15.5, 12.0785, 10.3110, 1027.6830, 74523.3468

