LatMin, LatMax, LonMin, LonMax, CloudBase_m, HeatCapacity, CloudBaseTemp, MixingRatioBase, WaterVaporBase
38.3816, 38.4682, -96.6756, -96.0439, 2310, 1027.7056, 21.799, 12.09, 11.2355




