LatMin, LatMax, LonMin, LonMax, CloudBase_m, CloudBaseTemp, MixingRatioBase, WaterVaporBase, HeatCapacity, MoistStaticEnergy
44.7814, 45.0430, -99.3854, -98.7379, 2100, 16.77, 46.47, 41.3047, 1090.29, 155103.076

