Edge,Core,HeightAboveCB,Temperature,Core_90th,Core_LargeAvgDiam,Core_Largest,Edge_90th,Edge_LargeAvgDiam,Edge_Largest
1,1,542.583923339844,6.82627141475677,15,15.7825547747003,24,15,15.7612949128424,23
2,1,542.583923339844,6.82627141475677,15,15.7825547747003,24,16,15.8400671227572,31
3,2,1371.91667829241,1.71828089441572,21,22.1108022239873,34,22,21.9863212435233,39
4,3,1526.40146484375,0.55640355348587,21,22.0859649122807,32,21,21.8846787479407,29
5,4,2135.7529296875,-2.92799019813538,25,26.4357707509881,35,24,28.2790697674419,32
6,5,2475.73063151042,-5.88446235656738,26,27.6990291262136,34,23,26.9444444444444,27
7,6,992.715270996094,4.09743589162827,18,18.8664596273292,27,19,19.0270928462709,27
8,6,992.715270996094,4.09743589162827,18,18.8664596273292,27,18,18.8259433962264,26
