Edge,Core,core_LWC,edge_LWC,LWC_ratio
1,1,0.478753216564655,0.336434020238736,0.702729524519656
2,1,0.478753216564655,0.182964523881674,0.382168761589855
3,2,1.08743926474761,0.443722835183143,0.40804378650621
4,3,1.31974099562887,0.871116906404494,0.660066565553188
5,4,1.6848446726799,0.550945094202688,0.327000526004786
6,5,1.67074832745961,1.4815135449171,0.886736512356571
7,6,0.732377924025059,0.371520633742745,0.507279945988696
8,6,0.732377924025059,0.601115763187408,0.820772641375849
