Edge,Core,Core_ShadowDensity,Edge_ShadowDensity
1,1,0.00713269670769336,0.00433751058332534
2,1,0.00713269670769336,0.00288137275309263
3,2,0.0117872754626666,0.00441643882539055
4,3,0.0151038748784072,0.00705725862777635
5,4,0.0140339068340235,0.00252797780766646
6,5,0.0149815320747368,0.00979590333954009
7,6,0.0109163335381369,0.0042931518418042
8,6,0.0109163335381369,0.0072476468302407
