Edge,Core,Core_ShadowDensity,Edge_ShadowDensity
1,1,0.0139635054990121,0.00814189684078925
2,1,0.0139635054990121,0.00531583745558508
3,2,0.0226078981647476,0.00977027308093121
4,3,0.0264281030398694,0.0219915438454212
5,4,0.0371773863049922,0.00619944401580647
6,5,0.0266709274649813,0.0317569035468707
7,6,0.0188644971731641,0.00964677037899037
8,6,0.0188644971731641,0.0165003965351065
