Edge,Core,HeightAboveCB,Temperature,Core_Dref,Edge_D,Edge_PDref,EdgeP_CoreP_ratio
2,1,1066.43133544922,12.6994907855988,17.6642498016357,18.928913116455,0.77,2.3
3,1,1066.43133544922,12.6994907855988,17.6642498016357,17.2605150222778,0.92,0.8
4,2,641.423400878906,15.6165480613708,14.5575467339481,14.89781591752,0.87,1.3
5,2,641.423400878906,15.6165480613708,14.5575467339481,14.9572434005737,0.86,1.4
6,3,1939.72253417969,7.19353433450063,21.1264457702642,21.275188446045,0.9,1
7,4,1936.89204406738,8.23372119665146,18.5971965789801,20.6080913543698,0.65,3.5
