Time,Temperature,VerticalWind,Icing,Altitude,Latitude,Longitude
16-Jun-2022 17:38:45,8.89969327078211,-0.291101377255653,39998,3213.41413842461,29.8928960711424,29.8928960711424
16-Jun-2022 17:38:46,8.86407799643274,0.0619451522497243,39998,3211.81460687262,29.8924287380773,29.8924287380773
16-Jun-2022 17:38:47,9.12733982436771,4.58087269655513,39991,3210.54104662767,29.8919642177291,29.8919642177291
16-Jun-2022 17:38:48,9.34046402164381,10.8791033301313,39987,3211.04491591959,29.8915029828794,29.8915029828794
16-Jun-2022 17:38:49,9.68792793032185,4.46642524085092,39983,3212.48708277076,29.891048347605,29.891048347605
16-Jun-2022 17:38:50,9.51860976973791,3.24788524696792,39983,3211.25466693115,29.8905955334164,29.8905955334164
16-Jun-2022 17:38:51,9.12428841827153,7.75760380944229,39985,3208.66190256133,29.8901417322273,29.8901417322273
16-Jun-2022 17:38:52,8.96041883123962,3.0528349295082,39985,3205.56783213289,29.8896882832185,29.8896882832185
16-Jun-2022 17:38:53,8.93409911713775,3.52687491312452,39985,3202.97781554739,29.8892405365065,29.8892405365065
16-Jun-2022 17:38:54,8.67145944391979,6.77901670739491,39986,3200.37065771815,29.8888018891136,29.8888018891136
16-Jun-2022 17:38:55,8.62297287654576,10.1264838195882,39986,3199.36120626982,29.8883760109822,29.8883760109822
16-Jun-2022 17:38:56,8.83572893335673,4.51392585307413,39984,3199.91108653692,29.8879573687272,29.8879573687272
16-Jun-2022 17:38:57,8.26642410411176,-2.72901897350528,39991,3200.28028121173,29.8875435288086,29.8875435288086
16-Jun-2022 17:38:58,7.43213966303318,-1.83446476660157,39993,3199.05126917123,29.8871382183585,29.8871382183585
