Time,Altitude,Latitude,Longitude,VerticalWind,Temperature,StaticPres,DewPoint,MixingRatio,absHumidity,vapPres,ConcCN,SatVapPres,MoistStaticEnergy,SatMixingRatio
21-Jun-2021 01:24:28,2281.77294921875,37.4569473266602,-97.7162170410156,2.32343101501465,19.0481224060059,773.184326171875,11.4093494415283,11.0473852157593,10.0057058334351,13.4929313659668,2671.82177734375,21.9943108609046,69530.4194989188,11.0473849868677
21-Jun-2021 01:24:29,2281.22119140625,37.4566802978516,-97.7175064086914,2.49999785423279,18.996395111084,773.287170410156,11.4945049285889,11.1087408065796,10.0634202957153,13.568359375,2665.787109375,21.923462853808,69625.4008267709,11.1087410350557
21-Jun-2021 01:24:30,2280.56274414062,37.4564170837402,-97.7187957763672,2.13004350662231,19.0033493041992,773.561340332031,11.5482530593872,11.1454486846924,10.0994281768799,13.6172313690186,2752.04663085938,21.9329759575356,69717.8880471488,11.1454484765824
21-Jun-2021 01:24:31,2280.0166015625,37.4561004638672,-97.720085144043,2.11729001998901,18.7444820404053,773.731872558594,11.568678855896,11.1584634780884,10.1222114562988,13.6358575820923,2852.03466796875,21.581286661001,69479.5402138467,11.1584632058933
21-Jun-2021 01:24:32,2280.11059570312,37.4557876586914,-97.7213439941406,2.43658471107483,18.8340129852295,773.818603515625,11.5288352966309,11.1269283294678,10.0921440124512,13.5995225906372,2908.84814453125,21.7023566291957,69493.432652895,11.1269280969429
21-Jun-2021 01:24:33,2280.96533203125,37.4554405212402,-97.7226104736328,2.66793608665466,18.893518447876,773.339660644531,11.514479637146,11.1230335235596,10.0803747177124,13.5864315032959,2921.1845703125,21.7831534572569,69553.1087698477,11.1230332046132
21-Jun-2021 01:24:34,2281.97241210938,37.4550590515137,-97.7238540649414,2.66089916229248,18.9581470489502,773.241760253906,11.5092153549194,11.1204662322998,10.0745830535889,13.5816307067871,2919.84936523438,21.8712054869899,69622.8532770726,11.1204655490579
21-Jun-2021 01:24:35,2282.64721679688,37.4546356201172,-97.7251129150391,2.36511516571045,18.9179458618164,773.058166503906,11.5134754180908,11.126392364502,10.0788516998291,13.5855150222778,2900.23657226562,21.8163974866459,69603.0493047623,11.1263918817506
21-Jun-2021 01:24:36,2282.86865234375,37.4541893005371,-97.7263107299805,2.33723306655884,18.9826583862305,773.239318847656,11.4508085250854,11.0771856307983,10.0351858139038,13.5296545028687,2860.4345703125,21.9046821145077,69548.5353384596,11.0771857931309
21-Jun-2021 01:24:37,2282.90649414062,37.4537048339844,-97.7275314331055,2.60549378395081,18.9945983886719,773.331909179688,11.452709197998,11.0772390365601,10.0360250473022,13.5313386917114,2961.99487304688,21.9210055863683,69561.2877917087,11.0772392034914
21-Jun-2021 01:24:38,2282.98022460938,37.4531860351562,-97.7286987304688,1.37750113010406,19.0903759002686,772.929931640625,11.4158420562744,11.0558805465698,10.0085229873657,13.498682975769,2878.28540039062,22.0523321521796,69606.8411884324,11.0558800756349
21-Jun-2021 01:24:39,2282.84228515625,37.4526443481445,-97.729850769043,1.77172315120697,19.0524063110352,773.802551269531,11.3671560287476,11.0072870254517,9.97784519195557,13.4555578231812,2854.3369140625,22.0001872874042,69445.0078402258,11.007286197166
21-Jun-2021 01:24:40,2282.865234375,37.4520988464355,-97.7309799194336,2.4323616027832,19.1484508514404,773.455078125,11.2776231765747,10.9462718963623,9.91577816009521,13.3762531280518,2878.73608398438,22.1322981910705,69391.1562440468,10.9462718497408
21-Jun-2021 01:24:41,2282.95971679688,37.4514770507812,-97.732063293457,1.99686777591705,19.2165946960449,773.541198730469,11.1805152893066,10.873420715332,9.84971904754639,13.2902393341064,2980.271484375,22.2264529339934,69279.7832172397,10.8734211560585
21-Jun-2021 01:24:42,2283.22583007812,37.450870513916,-97.7331390380859,2.43553495407104,19.2080307006836,773.56298828125,11.2163734436035,10.8995504379272,9.87354850769043,13.32200050354,3211.119140625,22.2146007333911,69338.9566305594,10.8995495460247
21-Jun-2021 01:24:43,2283.74243164062,37.4502105712891,-97.7342071533203,3.49702334403992,19.1891841888428,773.576416015625,11.170844078064,10.8657855987549,9.84429359436035,13.2816715240479,3279.6181640625,22.1885375041293,69240.2407407323,10.8657856019802
21-Jun-2021 01:24:44,2284.62768554688,37.4495239257812,-97.7352447509766,3.12232136726379,19.3070087432861,773.032958984375,11.0768356323242,10.8042030334473,9.7786340713501,13.1984033584595,3318.17431640625,22.3519210389695,69215.7624768443,10.8042031362989
21-Jun-2021 01:24:45,2285.49658203125,37.4488105773926,-97.7362594604492,3.60035157203674,19.4070701599121,773.335754394531,11.0029449462891,10.7454175949097,9.72681427001953,13.1329536437988,3343.50122070312,22.4915009868814,69179.898125283,10.7454184046362
