Time,Altitude,Latitude,Longitude,VerticalWind,Temperature,StaticPres,DewPoint,MixingRatio,absHumidity,vapPres,ConcCN,SatVapPres,MoistStaticEnergy,SatMixingRatio
21-Jun-2021 01:24:41,2282.95971679688,37.4514770507812,-97.732063293457,1.99686777591705,19.2165946960449,773.541198730469,11.1805152893066,10.873420715332,9.84971904754639,13.2902393341064,2980.271484375,22.2264529339934,69269.9794431022,10.8734211560585
21-Jun-2021 01:24:42,2283.22583007812,37.450870513916,-97.7331390380859,2.43553495407104,19.2080307006836,773.56298828125,11.2163734436035,10.8995504379272,9.87354850769043,13.32200050354,3211.119140625,22.2146007333911,69329.1572255351,10.8995495460247
21-Jun-2021 01:24:43,2283.74243164062,37.4502105712891,-97.7342071533203,3.49702334403992,19.1891841888428,773.576416015625,11.170844078064,10.8657855987549,9.84429359436035,13.2816715240479,3279.6181640625,22.1885375041293,69230.4509506761,10.8657856019802
21-Jun-2021 01:24:44,2284.62768554688,37.4495239257812,-97.7352447509766,3.12232136726379,19.3070087432861,773.032958984375,11.0768356323242,10.8042030334473,9.7786340713501,13.1984033584595,3318.17431640625,22.3519210389695,69205.9125759652,10.8042031362989
21-Jun-2021 01:24:45,2285.49658203125,37.4488105773926,-97.7362594604492,3.60035157203674,19.4070701599121,773.335754394531,11.0029449462891,10.7454175949097,9.72681427001953,13.1329536437988,3343.50122070312,22.4915009868814,69169.9971758418,10.7454184046362
21-Jun-2021 01:24:46,2286.40112304688,37.4481010437012,-97.7372283935547,3.70854210853577,19.2527389526367,773.030151367188,11.019193649292,10.7617244720459,9.74261379241943,13.147346496582,3399.50756835938,22.276536183146,69061.4112019761,10.7617246613003
21-Jun-2021 01:24:47,2287.15185546875,37.4473495483398,-97.7381973266602,3.41948962211609,19.2186679840088,772.979919433594,10.9828996658325,10.7360286712646,9.72024726867676,13.1156349182129,3324.83813476562,22.2293231094042,68969.5706176906,10.7360289006494
21-Jun-2021 01:24:48,2287.78002929688,37.4465675354004,-97.7391052246094,3.76478791236877,19.1610507965088,772.902648925781,10.9483003616333,10.7123346328735,9.70010089874268,13.0858716964722,3170.01635742188,22.1496811840956,68857.393705061,10.7123354460351
21-Jun-2021 01:24:49,2288.27807617188,37.4457778930664,-97.7399978637695,3.29707264900208,18.9225902557373,772.599243164062,10.9446258544922,10.713981628418,9.70567512512207,13.0827102661133,3096.06274414062,21.8227232227548,68621.9029064926,10.7139811091062
21-Jun-2021 01:24:50,2288.35375976562,37.4449577331543,-97.7408599853516,2.36495113372803,18.9391784667969,772.426879882812,10.9476203918457,10.718560218811,9.70703506469727,13.0852870941162,3090.61938476562,21.8453297668948,68651.103358399,10.7185601971959
21-Jun-2021 01:24:51,2287.67919921875,37.4441146850586,-97.7417144775391,1.79717540740967,19.0748062133789,772.979736328125,10.9612665176392,10.7205352783203,9.7112340927124,13.0970258712769,3159.36059570312,22.0309366926909,68788.4898256701,10.7205361825334
