Time,Temperature,VerticalWind,Icing,Altitude,Latitude,Longitude
16-Jun-2022 18:30:44,14.1898397028661,-1.18168521417139,39997,2188.5794071415,29.7939935828296,29.7939935828296
16-Jun-2022 18:30:45,14.6984183540104,1.29189747956566,39997,2196.22811767388,29.7936985645881,29.7936985645881
16-Jun-2022 18:30:46,14.8794130258648,-1.23471659800295,39992,2204.19208369705,29.7933974504458,29.7933974504458
16-Jun-2022 18:30:47,14.4196565917842,-0.872285081776592,39989,2211.81012680836,29.793093121268,29.793093121268
16-Jun-2022 18:30:48,14.262412008344,0.177900794655625,39989,2219.12167193747,29.7927852801509,29.7927852801509
16-Jun-2022 18:30:49,13.6831613171812,3.20562482952868,39989,2226.50572632113,29.7924728374246,29.7924728374246
16-Jun-2022 18:30:50,13.7280272028263,0.117379000719214,39988,2234.34840641018,29.7921576923061,29.7921576923061
16-Jun-2022 18:30:51,13.8565563893872,0.696020895170191,39988,2241.54401341232,29.7918434967238,29.7918434967238
16-Jun-2022 18:30:52,13.8459914880212,-1.44008611294808,39987,2247.9908934477,29.7915323479938,29.7915323479938
16-Jun-2022 18:30:53,13.786691410854,-1.93396856510782,39990,2254.00119530051,29.7912258248648,29.7912258248648
16-Jun-2022 18:30:54,13.367003698718,-2.4625102783962,39992,2260.37145390358,29.7909229066574,29.7909229066574
16-Jun-2022 18:30:55,13.4012729602757,-2.26205296702674,39991,2267.16419883471,29.7906239788264,29.7906239788264
16-Jun-2022 18:30:56,13.3880357237195,-3.47429755900101,39991,2274.29047350571,29.7903343249018,29.7903343249018
16-Jun-2022 18:30:57,13.1362898821093,-4.4016195768998,39993,2281.20693607284,29.7900545365959,29.7900545365959
16-Jun-2022 18:30:58,12.9847920895389,-1.41821056037928,39995,2287.44714277996,29.7897783277147,29.7897783277147
