StartTime,EndTime,Duration_s,StartTime_datenum,EndTime_datenum,LargeConc_cc,SmallConc_cc,MeanDiameter_um,AverageLWC_g_m3,CloudTemp
04-Jun-2022 21:22:02,04-Jun-2022 21:22:11,10,738676.890302101,738676.890406268,150.386059006123,115.549816548217,14.5482439093184,0.954249899993357,ColdClouds
04-Jun-2022 21:23:13,04-Jun-2022 21:23:44,32,738676.891123861,738676.891482567,79.5754980937822,105.105675394304,15.0014190388331,0.554717005146861,ColdClouds
04-Jun-2022 21:24:30,04-Jun-2022 21:24:54,25,738676.892015064,738676.892292842,208.361847283096,160.57848189442,15.2851209455836,1.39075432898718,ColdClouds
04-Jun-2022 21:25:58,04-Jun-2022 21:26:10,13,738676.893033673,738676.893172562,79.9519924492283,104.882867954757,14.6922659508739,0.558499643880469,ColdClouds
04-Jun-2022 21:30:47,04-Jun-2022 21:30:59,13,738676.896378581,738676.89651747,185.4247394068,111.632035350418,15.8223658628458,1.25354200331629,ColdClouds
04-Jun-2022 21:32:46,04-Jun-2022 21:33:02,17,738676.897755896,738676.89794099,133.915462006984,107.873447830772,15.3152602555002,0.90354941909132,ColdClouds
04-Jun-2022 21:33:08,04-Jun-2022 21:33:31,24,738676.898010525,738676.898276729,124.589525866694,116.687336437097,14.6597878330086,0.7931679373655,ColdClouds
04-Jun-2022 22:08:58,04-Jun-2022 22:09:03,6,738676.922894694,738676.922952564,111.634561528377,164.617564354335,14.718850718583,0.773714237124642,ColdClouds
04-Jun-2022 22:11:07,04-Jun-2022 22:11:12,6,738676.92438775,738676.92444562,120.699375946528,59.846078773298,18.4208247549312,1.06530456467893,ColdClouds
04-Jun-2022 22:13:28,04-Jun-2022 22:13:31,4,738676.926019784,738676.926054507,52.1292911721428,85.7264731809901,14.6813465904951,0.361718201104658,ColdClouds
04-Jun-2022 22:13:39,04-Jun-2022 22:13:44,6,738676.926147009,738676.92620497,95.0545735115978,124.767585848444,14.7505916130302,0.640259945382183,ColdClouds
04-Jun-2022 22:15:04,04-Jun-2022 22:15:10,7,738676.927130805,738676.92720025,55.5985300885136,148.832415566923,13.7715432598227,0.400844951334681,WarmClouds
04-Jun-2022 22:15:17,04-Jun-2022 22:15:19,3,738676.927281359,738676.927304507,67.6126419463188,108.471393264506,14.691848955366,0.453048661576304,WarmClouds
