start,end,duration,min_altitude,max_altitude
05-Jun-2021 20:06:35,05-Jun-2021 20:06:53,00:00:18,1067.77465820312,1156.25122070312
05-Jun-2021 20:07:30,05-Jun-2021 20:10:26,00:02:56,1024.58618164062,1145.62634277344
