Edge,Core,HeightAboveCB,Temperature,Core_Dref,Edge_PDref
1,1,492.588989257812,14.6949329376221,16.7954613553372,0.89
2,1,492.588989257812,14.6949329376221,16.7954613553372,0.93
3,2,682.992730034722,14.2262837092082,15.0379067159102,0.61
4,4,1505.41780598958,9.17342058817546,18.4636258950677,0.58
