Edge,Core,core_LWC,edge_LWC,LWC_ratio
1,1,0.65793813765049,0.430947351455689,0.654996764581257
2,1,0.65793813765049,0.418323539197445,0.635809835695627
3,2,1.31347374121348,0.938162589073183,0.714260635470673
4,4,1.68582741419474,0.633531699577967,0.375798669688013
