Edge,Core,HeightAboveCB,Temperature,Core_90th,Core_LargeAvgDiam,Core_Largest,Edge_90th,Edge_LargeAvgDiam,Edge_Largest
1,1,261.954711914062,-3.47541469335556,12,12,12,12,12,12
2,2,578.936828613281,-5.6763396859169,15,15.9625744066976,20,15,15.8752326093757,21
3,3,892.309244791667,-9.13767369588216,16,16,16,18,17.0321853323559,23
4,4,888.71630859375,-8.11805302756173,17,18.1156172880836,24,17,17.8800513015823,23
6,6,1254.23470052083,-11.3010772069295,19,20.119406725775,27,19,19.9257131151312,22
7,7,1569.02120535714,-13.2277378354754,19,20.3096622801314,29,19,20.0107306757088,25
