Edge,Core,HeightAboveCB,Temperature,Core_Dref,Edge_PDref
1,1,261.954711914062,-3.47541469335556,9.54246216891034,0.95
2,2,578.936828613281,-5.6763396859169,10.6019892729329,0.83
3,3,892.309244791667,-9.13767369588216,13.8510319977201,0.96
4,4,888.71630859375,-8.11805302756173,11.977231041149,0.75
6,6,1254.23470052083,-11.3010772069295,13.9769249823786,0.9
7,7,1569.02120535714,-13.2277378354754,13.9283077317922,0.87
