Edge,Core,HeightAboveCB,Temperature,Core_90th,Core_LargeAvgDiam,Core_Largest,Edge_90th,Edge_LargeAvgDiam,Edge_Largest,Edge90_Core90_ratio
2,2,578.936828613281,-5.6763396859169,14,14.8690264126192,20,14,14.7756551820163,21,1
4,4,888.71630859375,-8.11805302756173,16,17.0637208600259,24,16,16.805174109316,23,1
7,7,1569.02120535714,-13.2277378354754,18,19.1766521072302,29,18,18.9815259772294,25,1
8,8,1573.6317297894,-13.5533659561821,17,18.1022800574831,35,18,18.1127693944011,21,1.05882352941176
