Edge,Core,core_LWC,edge_LWC,LWC_ratio
2,2,0.474426239728928,0.333389896485541,0.702722296043384
4,4,0.498160851853234,0.110344655035684,0.221504067662454
7,7,0.825056995664324,0.136866131952653,0.165886881357149
8,8,0.636483625885281,0.0269075389493082,0.0422753042733545
