Edge,Core,HeightAboveCB,Temperature,Core_90th,Core_LargeAvgDiam,Core_Largest,Edge_90th,Edge_LargeAvgDiam,Edge_Largest
1,1,261.954711914062,-3.47541469335556,13,14.6,12,12,14.5,12
2,2,578.936828613281,-5.6763396859169,14,14.8435207823961,20,14,14.7020097020097,21
3,3,892.309244791667,-9.13767369588216,18,20.3333333333333,16,16,19.2243902439024,23
4,4,888.71630859375,-8.11805302756173,15,15.9632025879499,24,16,15.8119469026549,23
6,6,1254.23470052083,-11.3010772069295,18,19.1621621621622,27,17,18.9485294117647,22
7,7,1569.02120535714,-13.2277378354754,17,17.9405572755418,29,17,17.9899598393574,25
