Edge,Core,HeightAboveCB,Temperature,Core_90th,Core_LargeAvgDiam,Core_Largest,Edge_90th,Edge_LargeAvgDiam,Edge_Largest,Edge90_Core90_ratio
2,1,1066.43133544922,12.6994907855988,18,18.9084687039083,29,20,19.195470671702,31,1.11111111111111
3,1,1066.43133544922,12.6994907855988,18,18.9084687039083,29,18,19.2272678440139,50,1
4,2,641.423400878906,15.6165480613708,15,15.7981713784221,27,16,15.9323515170247,28,1.06666666666667
5,2,641.423400878906,15.6165480613708,15,15.7981713784221,27,16,15.9551678072717,28,1.06666666666667
6,3,1939.72253417969,7.19353433450063,22,23.2032567943256,30,24,23.8136033434225,44,1.09090909090909
7,4,1936.89204406738,8.23372119665146,19,20.2687114186862,54,22,20.2996231800233,32,1.15789473684211
