Edge,Core,Core_ShadowDensity,Edge_ShadowDensity
2,1,0.0118938893523596,0.00418199942192528
3,1,0.0118938893523596,0.00685182813582631
4,2,0.00826442801818437,0.00671455175588291
5,2,0.00826442801818437,0.00582711949141728
6,3,0.00779786004380304,0.00392298808735404
7,4,0.0202252825629934,0.00525128105287484
