Edge,Core,core_LWC,edge_LWC,LWC_ratio
2,1,1.08036661148071,0.328156140233789,0.303745170154815
3,1,1.08036661148071,0.649774931315549,0.60143929330155
4,2,0.598807483911514,0.477037474513054,0.796645812435346
5,2,0.598807483911514,0.402156202495098,0.671595150862417
6,3,0.990286316412191,0.363545317286625,0.367111320495421
7,4,2.08346363902092,0.757419044679608,0.363538403307841
