StartTime,EndTime,Duration_s,AverageLWC_g_m3,Average_meanDiam,AverageLat,AverageLon,AverageAlt,AverageTemp,MaxUpdraft,MeanUpdraft,AbsoluteHumidity,MixingRatio,StaticPres_hPa,InCloud_Flag,HoloData_Flag
24-Jun-2021 21:57:52,24-Jun-2021 21:57:55,4,0.000858690007589757,4.87566667795181,37.1294050216675,-101.431005477905,2555.44708251953,21.232738494873,4.38454103469849,4.09185004234314,6.1919629573822,7.04280638694763,751.374282836914,No,No
24-Jun-2021 21:58:05,24-Jun-2021 21:58:09,5,0,2.93899998664856,37.1138153076172,-101.423664855957,2546.32333984375,21.6232883453369,4.27482891082764,3.69232912063599,6.24139795303345,7.0966649055481,752.697839355469,No,No
24-Jun-2021 22:02:15,24-Jun-2021 22:02:17,3,0,3.94500009218852,36.9712028503418,-101.119143168132,2548.29207356771,21.7065226236979,4.13936042785645,3.87587881088257,5.95692459742228,6.76767285664876,753.12158203125,No,No
24-Jun-2021 22:02:33,24-Jun-2021 22:02:35,3,0,5.67171430587769,36.959156036377,-101.141614278158,2548.83772786458,21.9194927215576,5.25036334991455,4.15389045079549,5.81202093760173,6.61120160420736,752.550028483073,No,No
24-Jun-2021 22:03:26,24-Jun-2021 22:03:28,3,0,3.49736110369364,36.9966163635254,-101.199127197266,2550.51432291667,21.7508227030436,4.2275710105896,3.72956546147664,5.89897425969442,6.70769707361857,752.504577636719,No,No
24-Jun-2021 22:05:26,24-Jun-2021 22:05:29,4,0,5.61546862125397,36.972562789917,-101.117498397827,3222.95397949219,15.1134734153748,5.2652416229248,4.84271377325058,5.5045975446701,6.62021946907043,695.3662109375,No,No
24-Jun-2021 22:06:24,24-Jun-2021 22:06:26,3,0.00522516667842865,3.58733328183492,36.9949836730957,-101.192850748698,3341.80647786458,14.0094010035197,4.87456274032593,3.72709671656291,5.43233505884806,6.60079050064087,685.597635904948,No,No
24-Jun-2021 22:06:30,24-Jun-2021 22:06:33,4,0.00696939427871257,6.44895839691162,37.0028667449951,-101.198232650757,3360.82611083984,13.9861781597137,4.49182987213135,3.9936198592186,5.36986637115479,6.53475880622864,684.45393371582,No,No
24-Jun-2021 22:14:30,24-Jun-2021 22:14:33,4,0.12284317612648,5.34512078762054,36.9911975860596,-101.072677612305,4847.75854492188,-0.253887720406055,3.82771110534668,3.51087313890457,3.91624766588211,5.41907608509064,571.059677124023,Yes,No
24-Jun-2021 22:14:35,24-Jun-2021 22:14:40,6,0.111947414775689,5.34056758880615,36.9999955495199,-101.072677612305,4851.17333984375,-0.124104069545865,4.28836393356323,3.62419811884562,4.068173011144,5.63683478037516,570.765289306641,Yes,No
24-Jun-2021 23:29:26,24-Jun-2021 23:29:35,10,0.0124513475224376,5.24131546020508,40.0632129669189,-105.048683166504,2502.99477539062,16.714192199707,4.65537738800049,3.77595481872559,6.62644762992859,7.39569320678711,754.398596191406,No,No
24-Jun-2021 23:30:23,24-Jun-2021 23:30:27,5,0,6.30275011062622,40.0056190490723,-105.086656188965,2432.598046875,17.387060546875,4.95791244506836,4.68447484970093,8.26995048522949,9.19136753082275,761.498876953125,No,No
24-Jun-2021 23:32:51,24-Jun-2021 23:32:57,7,0.0139572637687836,3.27642856325422,39.9173060825893,-105.11175428118,2028.52019391741,20.5402932848249,4.24483442306519,3.74063631466457,6.07490716661726,6.50887312207903,795.141252790179,No,No
24-Jun-2021 23:34:08,24-Jun-2021 23:34:14,7,0.0272545912968261,3.34220239094325,39.9351812090193,-105.050537109375,2279.24169921875,18.6664289746966,3.59292125701904,3.30683353969029,7.40604863848005,8.103127683912,775.596653529576,No,No
