StartTime,EndTime,Duration_s,AverageLWC_g_m3,Average_meanDiam,AverageLat,AverageLon,AverageAlt,AverageTemp,MaxUpdraft,MeanUpdraft,AbsoluteHumidity,MixingRatio,StaticPres_hPa,InCloud_Flag,HoloData_Flag
11-Jun-2021 19:45:49,11-Jun-2021 19:45:52,4,0.0143020877148956,3.3635265827179,38.7472314834595,-97.2349014282227,3561.51684570312,10.0542459487915,3.91559791564941,3.67075711488724,NaN,NaN,667.348709106445,No,No
11-Jun-2021 19:57:53,11-Jun-2021 19:57:57,5,1.54401688575745,10.010538482666,38.6355239868164,-96.8889389038086,2715.1375,14.8942998886108,5.40436029434204,4.06541714668274,11.8272047042847,13.5365125656128,738.158361816406,Yes,Yes
11-Jun-2021 19:57:59,11-Jun-2021 19:58:02,4,1.632188975811,10.1528980731964,38.6332988739014,-96.8975086212158,2665.86944580078,15.10830950737,5.14289379119873,4.09089291095734,12.5471603870392,14.3076405525208,742.350494384766,Yes,Yes
11-Jun-2021 21:28:14,11-Jun-2021 21:28:18,5,1.41780080795288,8.50203561782837,38.5710510253906,-97.2268859863281,2986.91435546875,13.4734706878662,5.77917575836182,4.84782066345215,9.52553539276123,11.1580177307129,715.039733886719,Yes,Yes
11-Jun-2021 21:28:20,11-Jun-2021 21:28:22,3,1.22656377156576,8.38460826873779,38.5739860534668,-97.2206776936849,2990.89152018229,13.2014668782552,4.55746269226074,4.04053552945455,10.6258859634399,12.4745235443115,714.229187011719,Yes,Yes
11-Jun-2021 21:38:22,11-Jun-2021 21:38:25,4,0.706381857395172,7.6310122013092,38.2987718582153,-96.4427223205566,2595.29937744141,15.4254033565521,4.98692607879639,4.05435675382614,12.9257299900055,14.6394402980804,748.655426025391,Yes,Yes
11-Jun-2021 21:42:10,11-Jun-2021 21:42:15,6,0.400416488448779,6.87682628631592,38.1737016042074,-96.2017860412598,2583.80777994792,14.8166084289551,4.19913244247437,3.71972199281057,12.3463263511658,13.9089941978455,750.196299235026,Yes,Yes
11-Jun-2021 21:45:07,11-Jun-2021 21:45:11,5,0.833078390359879,7.96665134429932,38.0808456420898,-96.4085052490234,2584.47426757812,15.5152307510376,5.71322393417358,4.56570200920105,11.8648502349854,13.3936590194702,749.89560546875,Yes,Yes
11-Jun-2021 21:50:14,11-Jun-2021 21:50:16,3,1.15647461016973,8.23181088765462,38.2504450480143,-96.5713119506836,3567.61938476562,9.78454971313477,7.39300346374512,4.59380014737447,8.55851554870605,10.5972026189168,667.139770507812,Yes,Yes
11-Jun-2021 22:24:56,11-Jun-2021 22:24:58,3,0,5.48055553436279,38.5641009012858,-97.0716272989909,3246.23933919271,14.6125024159749,3.99450922012329,3.4405886332194,4.9205060005188,5.91629552841187,693.545328776042,No,No
11-Jun-2021 22:44:36,11-Jun-2021 22:44:39,4,0.00100804982503178,4.79645842313766,38.3795795440674,-96.8815517425537,3246.60546875,12.3778886795044,3.76056337356567,3.27912765741348,7.60615515708923,9.12636065483093,693.128677368164,No,No
11-Jun-2021 22:45:41,11-Jun-2021 22:45:43,3,0.0271839791287978,4.27183175086975,38.3027814229329,-96.8619206746419,3061.15104166667,11.7734794616699,4.84898376464844,4.41876792907715,10.3036454518636,12.128383954366,708.392171223958,No,No
