LatMin, LatMax, LonMin, LonMax, CloudBase_m, CloudBase_uncertainty, CloudBaseTemp, MixingRatioBase, WaterVaporBase, HeatCapacity, MoistStaticEnergy, Date, CloudTop_m
37.412, 37.4822, -103.6368, -103.5332, 4500, 250, 7.9, 5.6775, 4.6645, 1016.033, 56784.2643, "May 29", 9000
