StartTime,EndTime,Duration_s,Average_CN,AverageAlt,AverageTemp,MaxUpdraft,MeanUpdraft,AbsoluteHumidity,MixingRatio,VaporPressure,SaturationPessure,SaturationMixingRatio,StaticPres_hPa,SpecificHeatCapacity,MoistStaticEnergy
20-Jun-2021 22:33:40,20-Jun-2021 22:33:50,10,2186.42451615767,1607.85399280895,19.6698013652455,-0.521296799182892,-0.801962153478102,14.5768495039506,15.0596660267223,19.6990505565297,22.9572296719819,17.5456630355543,833.31669477983,1033.10859216863,73742.2346590456
20-Jun-2021 22:33:50,20-Jun-2021 22:34:00,10,2229.99347478693,1609.97803844105,19.7233559001576,-0.353245764970779,-0.720714818347584,14.6023480675437,15.0930253809149,19.737114646218,23.1280683921514,17.6100178381178,833.125571511009,1033.16930619327,73903.007185559
20-Jun-2021 22:34:00,20-Jun-2021 22:34:10,10,2182.61843039773,1610.91900079901,19.8252088373358,-0.0184875056147575,-0.485202298245647,14.5571991313588,15.0516724152998,19.6829336339777,23.1485051252722,17.7259237992327,833.066833496094,1033.09404379585,73912.5440853555
20-Jun-2021 22:34:10,20-Jun-2021 22:34:20,10,2157.38052645597,1611.71766246449,19.8846843025901,-0.0184875056147575,-0.344696682285179,14.6180061860518,15.1221163489602,19.7691664262251,23.235664362635,17.7967180628448,832.910905317827,1033.22225175511,74160.544371463
20-Jun-2021 22:34:20,20-Jun-2021 22:34:30,10,2163.0546653054,1611.50261896307,19.9515240409157,0.309728145599365,-0.214192746715112,14.642464724454,15.1478794271296,19.8067604411732,23.3449809352823,17.8682662764424,833.10957475142,1033.26914055738,74292.866211656
20-Jun-2021 22:34:30,20-Jun-2021 22:34:40,10,2175.32375266335,1611.51024280895,19.8987466638738,0.309728145599365,-0.598030354150317,14.623931537975,15.1278065768155,19.7781248959628,23.3156593513669,17.8110687072258,832.982466264205,1033.2326079698,74187.4785389881
20-Jun-2021 22:34:40,20-Jun-2021 22:34:50,10,2169.69886363636,1612.42917702415,19.8202918659557,-0.086934357881546,-0.517024955966256,14.6821823120117,15.1873744617809,19.8515959652987,23.1547142221093,17.7245629590839,832.874977805398,1033.34102152044,74266.5501073506
20-Jun-2021 22:34:50,20-Jun-2021 22:35:00,10,2178.41299715909,1612.03147194602,19.8192410902544,-0.143552452325821,-0.702041791243987,14.6843079653653,15.1877854954113,19.8543905778365,23.1590715870291,17.7212740919176,832.970758611506,1033.34176960165,74262.6096094597
20-Jun-2021 22:35:00,20-Jun-2021 22:35:10,10,2176.236328125,1612.46235795455,19.690615567294,-0.0889465138316154,-0.431989570232955,14.7714509963989,15.2755104411732,19.9634543332187,23.0439340779875,17.5791934044519,832.850752397017,1033.50142900294,74356.4620480746
20-Jun-2021 22:35:10,20-Jun-2021 22:35:20,10,2025.2763782848,1611.57685990767,19.5723896026611,0.135987550020218,-0.484361107715152,14.9045246297663,15.4042999094183,20.135140505704,22.8579765046418,17.4404763854615,833.157792524858,1033.73582583514,74552.2876300243
20-Jun-2021 22:35:20,20-Jun-2021 22:35:30,10,1998.40189985795,1611.60965243253,19.555908203125,0.442476183176041,-0.312251107936556,14.9888212897561,15.4911294416948,20.247898795388,22.7913827700672,17.420176091572,833.242759011009,1033.89385558388,74755.8226590908
20-Jun-2021 22:35:30,20-Jun-2021 22:35:40,10,2000.99434037642,1612.52950772372,19.6278261704878,-0.0807351246476173,-0.482686937532642,14.9352744709362,15.4417514801025,20.1805303747004,22.8846958907967,17.5042752244231,833.060291637074,1033.80398769379,74713.9345922397
