Edge,Core,HeightAboveCB,Temperature,Core_Dref,Edge_D,Edge_PDref,EdgeP_CoreP_ratio
2,2,578.936828613281,-5.6763396859169,13.0941722106934,13.4109978016866,0.84,1.6
4,4,888.71630859375,-8.11805302756173,14.4765648841858,15.7139612674713,0.73,2.7
7,7,1569.02120535714,-13.2277378354754,16.6956565856934,16.9310111999512,0.88,1.2
8,8,1573.6317297894,-13.5533659561821,16.5892868041981,15.9354598522186,0.94,0.600000000000001
