Time,Altitude,Latitude,Longitude,VerticalWind,Temperature,LWC
2021-06-20 10:25:54,2902.76171875,40.0562133789062,-95.143913269043,-1.70476734638214,11.5865325927734,0
2021-06-20 10:25:55,2902.423828125,40.0573501586914,-95.1441879272461,-0.901055335998535,11.5539541244507,0.000102032696304377
2021-06-20 10:25:56,2902.53540039062,40.0584716796875,-95.14453125,-0.188886031508446,11.5630855560303,3.5791040318145e-06
2021-06-20 10:25:57,2903.17211914062,40.0595817565918,-95.1449508666992,-1.6137535572052,11.6593313217163,2.27389136853162e-06
2021-06-20 10:25:58,2903.94604492188,40.0606498718262,-95.145378112793,-1.23838078975677,11.8025751113892,8.67945709615014e-06
2021-06-20 10:25:59,2904.8193359375,40.0617256164551,-95.1458740234375,-1.33781492710114,11.6561584472656,0.273191004991531
2021-06-20 10:26:00,2905.16845703125,40.0627899169922,-95.1464309692383,-3.44937968254089,11.5073099136353,0.225463345646858
2021-06-20 10:26:01,2904.85986328125,40.0637855529785,-95.1470184326172,-0.343495577573776,11.1901512145996,0.192775577306747
2021-06-20 10:26:02,2904.96606445312,40.064811706543,-95.1476593017578,-1.02345681190491,11.0834875106812,0.316781848669052
2021-06-20 10:26:03,2904.39379882812,40.0657997131348,-95.1483764648438,-2.63422274589539,11.0111045837402,0.151536956429482
2021-06-20 10:26:04,2903.31005859375,40.0667533874512,-95.1491241455078,-3.07188844680786,10.6771936416626,0.163203239440918
2021-06-20 10:26:05,2901.83154296875,40.0676879882812,-95.1499252319336,-2.02582311630249,10.7709093093872,0.202904179692268
2021-06-20 10:26:06,2900.37255859375,40.0685882568359,-95.150764465332,-0.730646789073944,10.7827196121216,0.19944965839386
2021-06-20 10:26:07,2899.63891601562,40.069465637207,-95.1516494750977,1.2712916135788,10.800518989563,0.192761495709419
2021-06-20 10:26:08,2900.25463867188,40.0703315734863,-95.1525802612305,1.41119921207428,10.8412551879883,0.367713123559952
2021-06-20 10:26:09,2901.94873046875,40.0711402893066,-95.1535568237305,0.0291083045303822,10.7070388793945,0.429804265499115
2021-06-20 10:26:10,2904.07470703125,40.0719261169434,-95.1546020507812,0.61774867773056,10.7425632476807,0.538333475589752
2021-06-20 10:26:11,2906.32177734375,40.0726890563965,-95.1556701660156,-0.307838141918182,10.800085067749,0.352697044610977
2021-06-20 10:26:12,2907.59716796875,40.0734329223633,-95.1567459106445,-1.56225776672363,10.6280355453491,0.0882447734475136
2021-06-20 10:26:13,2906.97021484375,40.0741348266602,-95.1578140258789,-0.726435840129852,10.6122779846191,0.415328204631805
2021-06-20 10:26:14,2904.20263671875,40.0748062133789,-95.1589584350586,-3.09576559066772,10.6052579879761,0.360035210847855
2021-06-20 10:26:15,2898.79638671875,40.0754737854004,-95.1601028442383,-2.18834233283997,10.9313611984253,7.49343307688832e-05
2021-06-20 10:26:16,2891.83154296875,40.0761032104492,-95.1612701416016,-1.89685988426208,11.2690124511719,2.64644143044279e-07
2021-06-20 10:26:17,2883.69482421875,40.0766906738281,-95.1624908447266,-1.43090379238129,11.6411170959473,8.45765498524997e-06
2021-06-20 10:26:18,2875.14868164062,40.0772399902344,-95.1637115478516,-0.176937609910965,11.800799369812,1.81348411842919e-06
2021-06-20 10:26:19,2866.60620117188,40.0777587890625,-95.1649703979492,-0.16923426091671,11.8088645935059,1.95547886505665e-06
2021-06-20 10:26:20,2857.99291992188,40.0782279968262,-95.1662521362305,-0.208617761731148,11.9030704498291,6.06439243711066e-06
2021-06-20 10:26:21,2849.04565429688,40.0786514282227,-95.1675720214844,-0.357021898031235,11.8495960235596,1.52464363054605e-05
2021-06-20 10:26:22,2839.23583984375,40.0790481567383,-95.1688766479492,-1.08707964420319,11.8020343780518,1.02918534139462e-06
2021-06-20 10:26:23,2828.14819335938,40.0794105529785,-95.1702194213867,-1.74954462051392,11.8497896194458,0.0335935242474079
2021-06-20 10:26:24,2815.54028320312,40.0797462463379,-95.1715698242188,-1.05121183395386,11.6179437637329,0.154072418808937
2021-06-20 10:26:25,2801.74853515625,40.0800361633301,-95.1729507446289,-1.00904726982117,11.5483016967773,0.103457130491734
2021-06-20 10:26:26,2787.06762695312,40.0802764892578,-95.17431640625,-1.15904593467712,11.499608039856,0.251020610332489
2021-06-20 10:26:27,2771.80419921875,40.080493927002,-95.1756973266602,-2.08303785324097,11.5794944763184,0.31438022851944
2021-06-20 10:26:28,2756.38696289062,40.0806732177734,-95.177116394043,-1.76088809967041,11.7109727859497,0.304380029439926
2021-06-20 10:26:29,2741.1875,40.080810546875,-95.1785049438477,-2.12102937698364,11.5260934829712,0.131310641765594
2021-06-20 10:26:30,2726.59936523438,40.0808715820312,-95.179931640625,-0.77808803319931,11.6532020568848,0.256757259368896
2021-06-20 10:26:31,2713.19677734375,40.0808715820312,-95.1813583374023,2.68884205818176,12.0154695510864,0.935787081718445
2021-06-20 10:26:32,2701.68872070312,40.0808715820312,-95.1827926635742,3.99129223823547,12.386399269104,1.10854351520538
2021-06-20 10:26:33,2691.39086914062,40.0808639526367,-95.1842269897461,3.18561840057373,12.6655015945435,1.15179109573364
2021-06-20 10:26:34,2681.3857421875,40.0806999206543,-95.185661315918,3.6403112411499,12.8633489608765,1.06694674491882
2021-06-20 10:26:35,2671.26000976562,40.0805740356445,-95.1870880126953,4.22072172164917,12.8827133178711,0.994185090065002
2021-06-20 10:26:36,2660.22412109375,40.0803718566895,-95.1884613037109,2.56190490722656,12.8015394210815,1.04572260379791
