LatMin, LatMax, LonMin, LonMax, CloudBase_m, CloudBaseTemp, MixingRatioBase, WaterVaporBase, HeatCapacity, MoistStaticEnergy, Date, CloudTop_m
39.8999, 40.0807, -95.1849, -94.9872, 1620, 19.7476, 14.9229, 14.44506, 1032.8596, 73464.993, "June 20", 5000
