Edge,Core,HeightAboveCB,Temperature,Core_90th,Core_LargeAvgDiam,Core_Largest,Edge_90th,Edge_LargeAvgDiam,Edge_Largest
1,1,492.588989257812,14.6949329376221,17.5149993896484,19.4808142854624,32.0299987792969,17.5149993896484,19.3398222033738,29.9549999237061
2,1,492.588989257812,14.6949329376221,17.5149993896484,19.4808142854624,32.0299987792969,17.5149993896484,19.2159250518382,29.9549999237061
3,2,682.992730034722,14.2262837092082,19.5900001525879,21.8695507986768,34.1049995422363,21.6650009155273,21.9951862186717,34.1049995422363
4,4,1505.41780598958,9.17342058817546,25.810001373291,27.432888126872,40.3250007629395,25.810001373291,27.0901416669338,38.25
