Time,Altitude,Latitude,Longitude,VerticalWind,Temperature,StaticPres,DewPoint,MixingRatio,absHumidity,vapPres,LWC_cdp,LWC_king,LWC_2dc,EffRadius_cdp,EffRadius_2dc,TotalConc_2dc_L,TotalConc_cdp_cm3,Icing,SatVapPres,SatMixingRatio,HeightAbvCloudBase,DryAirDensity,LWC_over_Density,SpecificHeatCapacity,MoistStaticEnergy
01-Jun-2021 18:47:02,3222.15991210938,38.6143798828125,-102.04615020752,-1.40935027599335,1.65885627269745,693.3955078125,-4.02390241622925,4.09943628311157,3.57972717285156,4.54006242752075,0.000740840856451541,0,0,5.63268947601318,0,0,1.29626083374023,1.1060653924942,6.88476859180203,6.23781365599903,1322.15991210938,0.879160975782293,0,1017.05282085392,48865.0835438636
01-Jun-2021 18:47:03,3227.68798828125,38.6142272949219,-102.044494628906,2.34407162666321,1.28929913043976,693.764953613281,-3.01724100112915,4.42002820968628,3.86495327949524,4.89521455764771,0.0866444930434227,0.0574261136353016,0,8.04049015045166,0,0,70.6245956420898,1.14442658424377,6.70486764122979,6.06996063080075,1327.68798828125,0.88081389859286,0.0651966479264717,1016.86598624728,48123.3582546313
01-Jun-2021 18:47:04,3234.94360351562,38.6141052246094,-102.042861938477,3.2134473323822,1.33161962032318,692.702026367188,-2.50437927246094,4.60013437271118,4.0145058631897,5.08541631698608,0.0999387875199318,0.0618432424962521,0,7.46581077575684,0,0,117.254638671875,1.21715116500854,6.72525593730111,6.09803330567569,1334.94360351562,0.879328792225021,0.070330055200133,1016.92642131679,48307.7877869985
01-Jun-2021 18:47:05,3244.07202148438,38.6140060424805,-102.041198730469,5.91442012786865,1.41253101825714,692.353454589844,-2.35975193977356,4.65301752090454,4.05707454681396,5.14085626602173,1.58568453788757,1.17489469051361,8.2131584349554e-05,9.30592060089111,37.5,0.371815741062164,897.339721679688,1.31145191192627,6.76438870607173,6.13698494411214,1344.07202148438,0.878627307932666,1.3371934606472,1019.30300469666,48580.3022669081
01-Jun-2021 18:47:06,3255.92700195312,38.6138534545898,-102.03955078125,6.71369934082031,1.74041569232941,690.867919921875,-1.45375990867615,4.98789978027344,4.33224296569824,5.49608659744263,1.94762897491455,1.44942486286163,0,9.25023555755615,0,0,1171.99523925781,1.33789575099945,6.92504297773025,6.29786035844625,1355.92700195312,0.875696335149529,1.65516835537988,1020.17451225916,49434.5611056651
01-Jun-2021 18:47:07,3269.849609375,38.6138343811035,-102.037887573242,5.91722536087036,1.84438705444336,689.235412597656,-1.19538378715515,5.0968861579895,4.41400575637817,5.60193252563477,1.69345664978027,1.39377915859222,0,9.22592353820801,0,0,1008.28375244141,1.35010302066803,6.97668695778258,6.36048924646711,1369.849609375,0.87329677626822,1.59599714148509,1020.18080522607,49833.7180476398
01-Jun-2021 18:47:08,3284.82543945312,38.6136817932129,-102.036231994629,7.20405197143555,1.9798675775528,687.866577148438,-0.735440611839294,5.28363990783691,4.56304311752319,5.79393291473389,1.76911079883575,1.42726004123688,0.000107387044408824,9.24396991729736,50,0.205094143748283,1053.60510253906,1.3515373468399,7.04449364883145,6.43585917050486,1384.82543945312,0.871133213079413,1.63839470221963,1020.39514204836,50307.6203501072
01-Jun-2021 18:47:09,3300.01171875,38.6136817932129,-102.034545898438,6.87618827819824,1.96318995952606,685.973937988281,-0.0750413537025452,5.56165599822998,4.78809499740601,6.07932472229004,1.72176694869995,1.47468674182892,0,9.27708911895752,0,0,1002.34051513672,1.34518957138062,7.03611528423984,6.44604492553797,1400.01171875,0.868788986230524,1.69740496852664,1020.5210788072,50465.1499379195
01-Jun-2021 18:47:10,3313.78735351562,38.6136817932129,-102.032890319824,3.64236664772034,1.75595533847809,684.140991210938,0.388366937637329,5.76937437057495,4.95574426651001,6.28744506835938,1.67719888687134,1.46473503112793,0,9.29782772064209,0,0,973.299987792969,1.34171056747437,6.93274014317543,6.3675602922086,1413.78735351562,0.867120727509786,1.68919388576304,1020.36329260391,50192.0967261018
01-Jun-2021 18:47:11,3324.95581054688,38.6135406494141,-102.031204223633,1.14767825603485,1.6488618850708,683.2626953125,1.09579074382782,6.08262157440186,5.21753787994385,6.61700916290283,1.0041172504425,0.927213847637177,0,9.19037628173828,0,0,580.854736328125,1.34937059879303,6.87984761833199,6.32669091652869,1424.95581054688,0.866345020176952,1.07025933784186,1019.16244946295,50088.0790432125
01-Jun-2021 18:47:12,3333.40087890625,38.6135101318359,-102.029525756836,1.34428071975708,0.837930798530579,683.701232910156,1.3327009677887,6.18446397781372,5.32314920425415,6.73102569580078,0.375543743371964,0.347532391548157,0,8.93928146362305,0,0,217.949264526367,1.33629357814789,6.49079895065492,5.96162838735707,1433.40087890625,0.869466860846038,0.399707461202132,1017.27763124438,48429.7694679372
