start,end,duration,min_altitude,max_altitude
20-Jun-2021 23:16:35,20-Jun-2021 23:17:04,00:00:29,2284.849609375,2522.99365234375
20-Jun-2021 23:24:11,20-Jun-2021 23:24:31,00:00:20,2281.68872070312,2525.23046875
20-Jun-2021 23:24:46,20-Jun-2021 23:24:59,00:00:13,2283.55883789062,2388.78588867188
20-Jun-2021 23:26:58,20-Jun-2021 23:28:07,00:01:09,2429.8017578125,2522.41967773438
