StartTime,EndTime,SmallConc,LargeConc
2021-06-20 10:26:01,2021-06-20 10:26:13,457.150863464062,41.6801669090413
2021-06-20 10:26:25,2021-06-20 10:26:31,292.868854658944,60.4275708608329
2021-06-20 10:26:36,2021-06-20 10:26:52,NaN,NaN
2021-06-20 10:46:12,2021-06-20 10:46:21,1098.43941917419,41.6774256598204
2021-06-20 10:46:26,2021-06-20 10:46:35,996.635882568359,31.2174241233617
2021-06-20 10:51:29,2021-06-20 10:51:53,651.212982047126,50.4893918304145
2021-06-20 10:52:23,2021-06-20 10:52:26,405.809748844709,161.269032034092
