Time,Altitude,Latitude,Longitude,VerticalWind,Temperature,StaticPres,DewPoint,MixingRatio,absHumidity,vapPres,LWC_cdp,LWC_king,LWC_2dc,EffRadius_cdp,EffRadius_2dc,TotalConc_2dc_L,TotalConc_cdp_cm3,Icing,SatVapPres,MoistStaticEnergy,SatMixingRatio,MRchange,HeightAbvCloudBase,TempAbvCloudBase,DryAirDensity,LWC_over_Density
2021-06-20 10:46:12,2253.51635742188,40.0763778686523,-95.0664291381836,0.29398900270462,15.0443000793457,773.838195800781,15.6903085708618,14.6729488372803,13.4086360931396,17.834098815918,0.322020620107651,0.402848124504089,0.000246388692175969,5.88500785827637,50.0000038146973,0.568864107131958,686.273681640625,1.31934082508087,17.0683946505614,72709.03736114,14.0287594147032,-0.89414058529681,633.516357421875,-4.7032999206543,0.935584198944353,0.430584574812865
2021-06-20 10:46:13,2252.75048828125,40.0756607055664,-95.0652008056641,2.34600400924683,15.3189611434937,774.296936035156,15.2294330596924,14.2270107269287,13.0055532455444,17.3144664764404,0.497688740491867,0.706149458885193,0.000991846667602658,5.93417549133301,50,2.19105935096741,1129.20190429688,1.34363317489624,17.3722372851026,73602.4916642053,14.2755700919491,-0.647329908050903,632.75048828125,-4.42863885650635,0.935247494612702,0.755040203745874
2021-06-20 10:46:14,2253.11743164062,40.0749778747559,-95.0639724731445,-0.429841846227646,15.2558498382568,772.588073730469,15.6894187927246,14.6963920593262,13.3980340957642,17.8330783843994,0.277736097574234,0.371109813451767,0.000339077727403492,5.72535419464111,45.8333282470703,0.889619648456573,699.123657226562,1.3265278339386,17.3020029539824,73473.7044676055,14.2487015897343,-0.674198410265731,633.117431640625,-4.49175016174316,0.933387623476209,0.397594529987065
2021-06-20 10:46:15,2253.42138671875,40.0742874145508,-95.062744140625,0.336436837911606,15.400146484375,774.172302246094,16.0533828735352,15.0184240341187,13.7058992385864,18.2519817352295,0.411787539720535,0.600492179393768,0.000438575574662536,5.73683404922485,43.7499961853027,1.42953419685364,1039.38842773438,1.32143127918243,17.4629541884871,73889.5735270181,14.3542002396567,-0.568699760343318,633.42138671875,-4.347453515625,0.934833858385337,0.642351765511521
2021-06-20 10:46:16,2254.10913085938,40.073616027832,-95.0615234375,1.29872727394104,15.4089164733887,773.344360351562,15.3814058303833,14.3874864578247,13.1286649703979,17.4838161468506,0.436090916395187,0.600649178028107,0.000406228820793331,5.7979097366333,40.625,1.51189315319061,1047.13317871094,1.33470666408539,17.4727787027737,73965.3803557546,14.3781941496182,-0.544705850381799,634.109130859375,-4.33868352661133,0.933805714869116,0.643227138647674
2021-06-20 10:46:17,2254.80444335938,40.0729446411133,-95.0602874755859,2.1343514919281,15.4832124710083,773.467651367188,15.8014898300171,14.7875318527222,13.4839096069336,17.9615287780762,0.596316277980804,0.806555926799774,0.000842899898998439,5.91253614425659,48.214282989502,2.19306540489197,1381.263671875,1.34760057926178,17.5562034197682,74218.7184899456,14.4460816895254,-0.476818310474595,634.804443359375,-4.2643875289917,0.933714181795311,0.863814583226056
2021-06-20 10:46:18,2255.9365234375,40.0722846984863,-95.0590515136719,2.12098741531372,15.5362596511841,773.174560546875,15.8607892990112,14.8505868911743,13.5324468612671,18.0294971466064,0.577092587947845,0.793276607990265,0.000403872167225927,5.892653465271,40.6249961853027,1.50312221050262,1352.16101074219,1.35587084293365,17.6159825978959,74424.5564083637,14.5020406037017,-0.420859396298265,635.9365234375,-4.21134034881592,0.933188860147997,0.850070807601001
2021-06-20 10:46:19,2257.40161132812,40.0716247558594,-95.0577926635742,1.15868425369263,15.4956884384155,772.723937988281,15.9136266708374,14.9105625152588,13.5798101425171,18.0900573730469,0.455517590045929,0.610705018043518,0.00024790212046355,5.70459222793579,50,0.473458170890808,1184.322265625,1.35632872581482,17.5702465948368,74322.2398816564,14.4721445535443,-0.4507554464557,637.401611328125,-4.25191156158447,0.932776067768162,0.654717717516855
2021-06-20 10:46:20,2258.77416992188,40.0709762573242,-95.0565338134766,2.31209778785706,15.62060546875,772.87451171875,16.5593032836914,15.5497579574585,14.1443948745728,18.8503112792969,0.586149334907532,0.861236691474915,0.000500281865242869,5.80930280685425,50,1.19433498382568,1447.46838378906,1.35199511051178,17.7114009511731,74755.0365965906,14.5882276749881,-0.334672325011903,638.774169921875,-4.12699453125,0.932554248439288,0.923524495133951
2021-06-20 10:46:21,2259.85571289062,40.0703315734863,-95.0552825927734,2.6280210018158,15.560827255249,772.41259765625,16.3516063690186,15.350549697876,13.9620971679688,18.6035118103027,0.609975039958954,0.87930029630661,0.000445453420979902,5.90043878555298,56.1506271362305,0.93668520450592,1434.83215332031,1.3660181760788,17.6437285602484,74583.4739798732,14.5400792399118,-0.382820760088157,639.855712890625,-4.18677274475098,0.932189872636649,0.943263086327635
