StartTime,EndTime,SmallConc,LargeConc
2021-06-05 08:32:53,2021-06-05 08:33:00,33.7319167200476,39.5224856690038
2021-06-05 08:33:09,2021-06-05 08:33:16,16.6269570551813,75.1788230389357
2021-06-05 08:33:57,2021-06-05 08:34:01,22.4897468537092,43.7033356875181
