LatMin, LatMax, LonMin, LonMax, CloudBase_m, HeatCapacity, CloudBaseTemp, MixingRatioBase, WaterVaporBase
37.3965, 37.5640, -97.7454, -97.1785, 2800, 1025.2461, 19.3018, 10.7396, 9.7223




