StartTime,EndTime,SmallConc,LargeConc
2021-06-05 06:48:49,2021-06-05 06:48:58,527.101354694366,83.2070116255432
2021-06-05 06:49:03,2021-06-05 06:49:06,358.693006038666,90.8789266664535
2021-06-05 06:52:40,2021-06-05 06:52:44,486.847678375244,228.88352675885
2021-06-05 06:55:16,2021-06-05 06:55:21,128.026838322481,125.582066917171
