Time,Altitude,Latitude,Longitude,VerticalWind,Temperature,StaticPres,DewPoint,MixingRatio,absHumidity,vapPres,LWC_cdp,LWC_king,LWC_2dc,EffRadius_cdp,EffRadius_2dc,TotalConc_2dc_L,TotalConc_cdp_cm3,Icing,SatVapPres,SatMixingRatio,HeightAbvCloudBase,DryAirDensity,LWC_over_Density,SpecificHeatCapacity,MoistStaticEnergy
2021-06-05 06:48:49,1407.74963378906,34.113525390625,-97.4769744873047,0.126821488142014,14.4995985031128,859.33984375,14.5159177780151,12.2025699615479,12.4549884796143,16.5343933105469,0.195048034191132,0.213054597377777,0,6.30312347412109,0,0,334.861083984375,1.23355460166931,16.4796159454919,12.1613534248687,487.749633789062,1.04092461767058,0.204678219499275,1028.20617759275,59120.0680802446
2021-06-05 06:48:50,1407.02746582031,34.1124229431152,-97.476432800293,0.155339956283569,14.5340070724487,859.424133300781,14.5136938095093,12.1995372772217,12.4516839981079,16.5319843292236,0.255589067935944,0.276604235172272,0,6.291419506073,0,0,448.253234863281,1.27351796627045,16.5162729613595,12.1877161969149,487.027465820312,1.04090220576979,0.265735084082861,1028.36528133142,59216.6156454547
2021-06-05 06:48:51,1406.78991699219,34.1112670898438,-97.475944519043,1.09353470802307,14.5940341949463,859.556579589844,14.9832372665405,12.5805053710938,12.8321180343628,17.0406379699707,0.274469614028931,0.297808408737183,0,6.21999025344849,0,0,497.647033691406,1.28435182571411,16.5803943419198,12.234041081055,486.789916992188,1.04084544062613,0.286121644110804,1028.4866961598,59393.6479430454
2021-06-05 06:48:52,1407.06384277344,34.1101493835449,-97.475456237793,1.43059813976288,14.5950508117676,859.51416015625,14.8418054580688,12.4657554626465,12.7166996002197,16.8874263763428,0.575124442577362,0.587173759937286,0.000115444039693102,7.65277814865112,49.9999961853027,0.220481872558594,580.8203125,1.28412294387817,16.5814821820953,12.2354752482138,487.063842773438,1.04079039734601,0.564161392567191,1028.99533868622,59408.3885081597
2021-06-05 06:48:53,1407.78747558594,34.1090087890625,-97.4749984741211,2.49214363098145,14.5851221084595,859.41357421875,14.7073783874512,12.3575992584229,12.6074752807617,16.7418022155762,0.497823357582092,0.513950109481812,0,7.43892621994019,0,0,571.305419921875,1.29468214511871,16.5708605691814,12.2289427281165,487.787475585938,1.04070450701139,0.493848259538851,1028.85547959753,59386.8858256492
2021-06-05 06:48:54,1408.95373535156,34.1078643798828,-97.4745483398438,2.43231511116028,14.5465087890625,859.223083496094,15.3064155578613,12.8565721511841,13.1050825119019,17.4002513885498,0.508448898792267,0.571745574474335,0,6.85076093673706,0,0,677.21337890625,1.29694056510925,16.5296093645859,12.2006605490432,488.953735351562,1.04061348046859,0.549431258777154,1028.90516709023,59288.5766957922
2021-06-05 06:48:55,1410.42004394531,34.1067161560059,-97.4741287231445,1.40939676761627,14.4006299972534,858.560424804688,14.9608993530273,12.5771493911743,12.8225135803223,17.0164375305176,0.53305721282959,0.613112211227417,0,6.44109630584717,0,0,840.540893554688,1.2974898815155,16.3745789849012,12.0935161510515,490.420043945312,1.04033843988587,0.589339187826873,1028.78279671676,58883.1207275015
2021-06-05 06:48:56,1411.39343261719,34.1055679321289,-97.4737167358398,0.587030589580536,14.4576187133789,858.489196777344,15.0396709442139,12.6435031890869,12.8851909637451,17.1030044555664,0.285272419452667,0.29151862859726,0,6.00213098526001,0,0,641.157897949219,1.296391248703,16.4349899099652,12.1400304643432,491.393432617188,1.04004600785505,0.280293973916091,1028.30499047763,59060.7133043612
2021-06-05 06:48:57,1411.3994140625,34.1044120788574,-97.4732971191406,1.06309247016907,14.4825706481934,858.622131347656,15.1398553848267,12.7257118225098,12.9681739807129,17.2146453857422,0.474522173404694,0.493609815835953,0,6.93415069580078,0,0,745.969665527344,1.294193983078,16.4615018854358,12.1580774670972,491.3994140625,1.04011681870021,0.474571516354092,1028.69142114988,59137.1621850163
2021-06-05 06:48:58,1410.84509277344,34.1032562255859,-97.4729080200195,2.90489912033081,14.5807476043701,858.937194824219,15.4951333999634,13.0196304321289,13.261890411377,17.6105499267578,0.710118293762207,0.673624157905579,0,7.55716896057129,0,0,765.314819335938,1.29819178581238,16.5661826747332,12.2323364349764,490.845092773438,1.0401434502353,0.647626207474739,1029.14153200926,59425.0082604574
