Time,Temperature,VerticalWind,Icing,Altitude,Latitude,Longitude
04-Jun-2022 21:24:28,-2.35390590086109,-3.87527113363082,39991,4440.02122251961,29.1908719019058,29.1908719019058
04-Jun-2022 21:24:29,-2.42847724703324,-3.66773869690076,39990,4435.99044753508,29.1905192500145,29.1905192500145
04-Jun-2022 21:24:30,-2.20195516529128,0.446982698328217,39987,4434.6341064236,29.1901369288512,29.1901369288512
04-Jun-2022 21:24:31,-1.62535639946174,3.30132945370959,39984,4436.34195073328,29.1897280898304,29.1897280898304
04-Jun-2022 21:24:32,-1.25852732962079,1.03424434748188,39989,4438.43277833029,29.1892902522512,29.1892902522512
04-Jun-2022 21:24:33,-1.60311458739415,0.995733314739903,39983,4439.61793608518,29.1888115129713,29.1888115129713
04-Jun-2022 21:24:34,-1.23312479669795,-1.97441787251914,39985,4440.48522831131,29.1882883740435,29.1882883740435
04-Jun-2022 21:24:35,-1.00439518070584,9.06909040723987,39987,4443.65716720537,29.1877181521514,29.1877181521514
04-Jun-2022 21:24:36,-0.960918994882888,9.10556316823526,39986,4451.09091573441,29.1871046953735,29.1871046953735
04-Jun-2022 21:24:37,-0.988430040841877,8.07891670932898,39983,4459.96022653839,29.1864556910768,29.1864556910768
04-Jun-2022 21:24:38,-0.75141683607751,5.88106840999847,39982,4467.28663102308,29.1857745143883,29.1857745143883
04-Jun-2022 21:24:39,-0.161196999637696,5.51618537198535,39983,4472.50490834791,29.185056912474,29.185056912474
04-Jun-2022 21:24:40,0.157988974132309,5.35719675785128,39982,4476.11688210326,29.1843024116855,29.1843024116855
04-Jun-2022 21:24:41,0.174094176933238,10.2094483461623,39984,4479.1569404451,29.1835155583732,29.1835155583732
04-Jun-2022 21:24:42,-0.10996637324962,15.3313054806912,39984,4484.28631029618,29.1826959734716,29.1826959734716
04-Jun-2022 21:24:43,-0.700875213192944,18.4696778384587,39987,4492.10760831602,29.1818449122027,29.1818449122027
04-Jun-2022 21:24:44,-1.27245976627256,9.04766495449078,39983,4498.89447004086,29.1809720551741,29.1809720551741
04-Jun-2022 21:24:45,-1.06151964279564,5.45483608271802,39982,4500.62183643689,29.1800885001334,29.1800885001334
04-Jun-2022 21:24:46,-1.15253342616438,10.0177827044467,39985,4499.26757563138,29.1791895357156,29.1791895357156
04-Jun-2022 21:24:47,-0.855716544585164,4.4745317986841,39981,4497.31382899252,29.178269585841,29.178269585841
04-Jun-2022 21:24:48,-1.0625569335138,1.87186988978906,39981,4492.80986635216,29.1773329803727,29.1773329803727
04-Jun-2022 21:24:49,-1.44543498131543,-4.19899140148755,39984,4485.36885377847,29.1763824860902,29.1763824860902
04-Jun-2022 21:24:50,-1.22608148118644,0.344867891806619,39985,4479.15900100211,29.1754173611675,29.1754173611675
04-Jun-2022 21:24:51,-1.04811966177147,0.148038951337782,39983,4474.53808556709,29.1744410402818,29.1744410402818
04-Jun-2022 21:24:52,-1.26518122742374,-1.8098676564175,39985,4468.38607621471,29.1734577044042,29.1734577044042
04-Jun-2022 21:24:53,-1.3477884761013,7.63683999084611,39989,4463.87142489097,29.1724630785049,29.1724630785049
04-Jun-2022 21:24:54,-0.464553085810451,9.12997751000065,39984,4464.64375683497,29.1714533788841,29.1714533788841
04-Jun-2022 21:24:55,-1.35844065911118,0.418022984537378,39991,4466.31996269936,29.1704370828557,29.1704370828557
04-Jun-2022 21:24:56,-1.97062059133287,0.677044984457084,39994,4465.34639320049,29.1694199388505,29.1694199388505
