Time,Temperature,VerticalWind,Icing,Altitude,Latitude,Longitude
04-Jun-2022 21:33:06,-2.11255637556491,0.344170471737574,39992,4433.32963851078,29.1675984031005,29.1675984031005
04-Jun-2022 21:33:07,-1.75760600204853,-1.58970906801651,39991,4442.3638424269,29.1674460079772,29.1674460079772
04-Jun-2022 21:33:08,-2.20526145640008,-5.00924534331514,39984,4449.60595131868,29.1673184889201,29.1673184889201
04-Jun-2022 21:33:09,-1.94688482329133,-0.175119503393757,39979,4456.09825380524,29.1672256009888,29.1672256009888
04-Jun-2022 21:33:10,-2.24552265798934,-1.23686021070023,39976,4462.92153210965,29.16716681246,29.16716681246
04-Jun-2022 21:33:11,-2.15202255548041,-2.3394121754716,39976,4470.39860692186,29.1671259182626,29.1671259182626
04-Jun-2022 21:33:12,-2.26820245042359,-2.12188742363206,39975,4477.6185819299,29.1670863419936,29.1670863419936
04-Jun-2022 21:33:13,-2.31460490042912,-1.70854627605434,39971,4483.03337815309,29.167044661096,29.167044661096
04-Jun-2022 21:33:14,-2.44600974274556,-1.29234444079636,39970,4485.89243490171,29.1670043463137,29.1670043463137
04-Jun-2022 21:33:15,-2.35136258101807,1.34499978646015,39971,4487.78546241834,29.166967836609,29.166967836609
04-Jun-2022 21:33:16,-2.10682294559297,1.84504198862042,39972,4490.06641634932,29.1669342379416,29.1669342379416
04-Jun-2022 21:33:17,-1.34554758671914,-0.417652444769166,39974,4490.61349876102,29.1668980456053,29.1668980456053
04-Jun-2022 21:33:18,-1.39275762547243,5.84403690110296,39975,4488.09381218932,29.1668570794586,29.1668570794586
04-Jun-2022 21:33:19,-1.56026940746756,-4.17983202827764,39975,4483.91053413326,29.1668149836328,29.1668149836328
04-Jun-2022 21:33:20,-2.3015572283615,-4.45150657910406,39978,4475.95078763999,29.1667673226115,29.1667673226115
04-Jun-2022 21:33:21,-1.79990041932666,0.54313896898801,39980,4467.47965419393,29.1667184428401,29.1667184428401
04-Jun-2022 21:33:22,-2.19830542157024,-7.57300033232574,39981,4458.92546556866,29.1666841176884,29.1666841176884
04-Jun-2022 21:33:23,-2.68418279158618,-10.4355565193612,39980,4446.52627610033,29.1666600680908,29.1666600680908
04-Jun-2022 21:33:24,-2.3248436448535,2.3677515442125,39987,4434.68022276359,29.1666529911318,29.1666529911318
04-Jun-2022 21:33:25,-1.48041373160765,1.11958715188781,39986,4429.03630775067,29.1666647290384,29.1666647290384
04-Jun-2022 21:33:26,-1.14813954454479,3.6752109945317,39984,4425.98840930832,29.1666901006586,29.1666901006586
04-Jun-2022 21:33:27,-0.802327216092976,3.74623574904029,39983,4425.07850212189,29.1667388262216,29.1667388262216
04-Jun-2022 21:33:28,-0.500825668968048,2.25518227486764,39982,4425.23241248081,29.1668118407123,29.1668118407123
04-Jun-2022 21:33:29,-0.751175235946278,3.72948473164131,39986,4425.27948070883,29.1668990079275,29.1668990079275
04-Jun-2022 21:33:30,-1.23441643622698,-5.40556762269928,39985,4427.12668286662,29.1669911649814,29.1669911649814
04-Jun-2022 21:33:31,-1.89616927762006,-8.85653720225715,39990,4427.95916914438,29.1670965059241,29.1670965059241
04-Jun-2022 21:33:32,-2.31907807333664,-3.548534798686,39992,4428.42301246442,29.1672236689887,29.1672236689887
04-Jun-2022 21:33:33,-2.59050680373844,-1.97557889897631,39992,4431.24711969077,29.1673659786466,29.1673659786466
