Time,Temperature,VerticalWind,Icing,Altitude,Latitude,Longitude
04-Jun-2022 21:30:45,-1.63701440749793,-3.39507901404972,39990,4422.81722114993,29.1741298317087,29.1741298317087
04-Jun-2022 21:30:46,-1.91963122503597,-0.346822041029511,39991,4425.40621186787,29.1738827271937,29.1738827271937
04-Jun-2022 21:30:47,-1.82381503168648,-1.40386368852064,39991,4428.86602076489,29.1736041563902,29.1736041563902
04-Jun-2022 21:30:48,-1.89710481913164,2.39298723515319,39988,4433.5838559902,29.173287836361,29.173287836361
04-Jun-2022 21:30:49,-0.86402101990393,2.0451127366994,39987,4441.47638758711,29.1729255495911,29.1729255495911
04-Jun-2022 21:30:50,-0.785663692896264,5.09188808682283,39984,4449.6641460078,29.1725245962408,29.1725245962408
04-Jun-2022 21:30:51,-0.423788471067326,5.19423028397688,39982,4458.45683365022,29.1720850169337,29.1720850169337
04-Jun-2022 21:30:52,-0.183430025063274,5.93579192682678,39982,4466.10755269179,29.1716132254198,29.1716132254198
04-Jun-2022 21:30:53,-0.278456463296322,10.0982690228997,39982,4471.75490548031,29.1711129723059,29.1711129723059
04-Jun-2022 21:30:54,-0.218888979811595,4.31316771692153,39984,4475.51159091583,29.1705755694609,29.1705755694609
04-Jun-2022 21:30:55,-0.337519008465335,2.37702607532414,39983,4476.85011533608,29.1699946127988,29.1699946127988
04-Jun-2022 21:30:56,-0.0130753077810368,5.51349178864528,39985,4475.88175790615,29.1693723962337,29.1693723962337
04-Jun-2022 21:30:57,-0.465487339779827,5.26315572626605,39983,4472.70931870861,29.1687127805293,29.1687127805293
04-Jun-2022 21:30:58,-0.844660211107737,6.50391099929082,39982,4467.97739906975,29.1680181162034,29.1680181162034
04-Jun-2022 21:30:59,-1.36715382364423,-0.139060083841629,39990,4461.35481673655,29.16729037154,29.16729037154
04-Jun-2022 21:31:00,-2.14834450131485,-1.04185548190433,39987,4452.43143443923,29.1665310012197,29.1665310012197
04-Jun-2022 21:31:01,-2.73970254604342,2.11706884823589,39991,4444.27099030802,29.165731363861,29.165731363861
